coverage,accuracy_shifted
0.7336,0.9058
0.7342,0.9059
0.7347,0.9060
0.7352,0.9060
0.7358,0.9061
0.7363,0.9054
0.7368,0.9048
0.7373,0.9049
0.7379,0.9049
0.7384,0.9050
0.7389,0.9051
0.7395,0.9044
0.7400,0.9045
0.7405,0.9046
0.7410,0.9039
0.7416,0.9033
0.7421,0.9033
0.7426,0.9034
0.7431,0.9035
0.7437,0.9035
0.7442,0.9036
0.7447,0.9030
0.7453,0.9023
0.7458,0.9024
0.7463,0.9025
0.7468,0.9025
0.7474,0.9026
0.7479,0.9020
0.7484,0.9020
0.7489,0.9021
0.7495,0.9022
0.7500,0.9015
0.7505,0.9009
0.7511,0.9010
0.7516,0.9004
0.7521,0.8997
0.7526,0.8998
0.7532,0.8992
0.7537,0.8992
0.7542,0.8993
0.7547,0.8987
0.7553,0.8980
0.7558,0.8981
0.7563,0.8975
0.7569,0.8969
0.7574,0.8962
0.7579,0.8956
0.7584,0.8957
0.7590,0.8958
0.7595,0.8951
0.7600,0.8952
0.7605,0.8953
0.7611,0.8947
0.7616,0.8940
0.7621,0.8934
0.7627,0.8928
0.7632,0.8922
0.7637,0.8916
0.7642,0.8910
0.7648,0.8903
0.7653,0.8904
0.7658,0.8905
0.7664,0.8899
0.7669,0.8893
0.7674,0.8893
0.7679,0.8894
0.7685,0.8888
0.7690,0.8882
0.7695,0.8883
0.7700,0.8877
0.7706,0.8877
0.7711,0.8878
0.7716,0.8879
0.7722,0.8880
0.7727,0.8874
0.7732,0.8874
0.7737,0.8868
0.7743,0.8862
0.7748,0.8863
0.7753,0.8864
0.7758,0.8858
0.7764,0.8859
0.7769,0.8859
0.7774,0.8860
0.7780,0.8854
0.7785,0.8855
0.7790,0.8849
0.7795,0.8850
0.7801,0.8851
0.7806,0.8851
0.7811,0.8845
0.7816,0.8839
0.7822,0.8833
0.7827,0.8834
0.7832,0.8835
0.7838,0.8836
0.7843,0.8837
0.7848,0.8837
0.7853,0.8838
0.7859,0.8839
0.7864,0.8833
0.7869,0.8827
0.7874,0.8821
0.7880,0.8822
0.7885,0.8816
0.7890,0.8817
0.7896,0.8811
0.7901,0.8812
0.7906,0.8806
0.7911,0.8800
0.7917,0.8794
0.7922,0.8788
0.7927,0.8789
0.7932,0.8790
0.7938,0.8791
0.7943,0.8792
0.7948,0.8792
0.7954,0.8786
0.7959,0.8787
0.7964,0.8781
0.7969,0.8776
0.7975,0.8776
0.7980,0.8771
0.7985,0.8771
0.7991,0.8766
0.7996,0.8766
0.8001,0.8767
0.8006,0.8762
0.8012,0.8762
0.8017,0.8757
0.8022,0.8757
0.8027,0.8758
0.8033,0.8752
0.8038,0.8753
0.8043,0.8754
0.8049,0.8755
0.8054,0.8749
0.8059,0.8750
0.8064,0.8751
0.8070,0.8745
0.8075,0.8739
0.8080,0.8734
0.8085,0.8735
0.8091,0.8735
0.8096,0.8736
0.8101,0.8730
0.8107,0.8731
0.8112,0.8726
0.8117,0.8726
0.8122,0.8727
0.8128,0.8728
0.8133,0.8722
0.8138,0.8717
0.8143,0.8711
0.8149,0.8712
0.8154,0.8706
0.8159,0.8707
0.8165,0.8708
0.8170,0.8709
0.8175,0.8710
0.8180,0.8704
0.8186,0.8698
0.8191,0.8699
0.8196,0.8694
0.8201,0.8695
0.8207,0.8695
0.8212,0.8690
0.8217,0.8684
0.8223,0.8685
0.8228,0.8686
0.8233,0.8687
0.8238,0.8681
0.8244,0.8676
0.8249,0.8676
0.8254,0.8677
0.8259,0.8672
0.8265,0.8666
0.8270,0.8661
0.8275,0.8662
0.8281,0.8656
0.8286,0.8651
0.8291,0.8645
0.8296,0.8640
0.8302,0.8634
0.8307,0.8629
0.8312,0.8629
0.8318,0.8624
0.8323,0.8625
0.8328,0.8619
0.8333,0.8614
0.8339,0.8615
0.8344,0.8616
0.8349,0.8617
0.8354,0.8617
0.8360,0.8612
0.8365,0.8613
0.8370,0.8607
0.8376,0.8608
0.8381,0.8609
0.8386,0.8610
0.8391,0.8611
0.8397,0.8612
0.8402,0.8613
0.8407,0.8607
0.8412,0.8608
0.8418,0.8609
0.8423,0.8604
0.8428,0.8605
0.8434,0.8605
0.8439,0.8600
0.8444,0.8595
0.8449,0.8589
0.8455,0.8584
0.8460,0.8579
0.8465,0.8579
0.8470,0.8580
0.8476,0.8581
0.8481,0.8582
0.8486,0.8583
0.8492,0.8578
0.8497,0.8572
0.8502,0.8567
0.8507,0.8568
0.8513,0.8563
0.8518,0.8563
0.8523,0.8558
0.8528,0.8559
0.8534,0.8560
0.8539,0.8555
0.8544,0.8556
0.8550,0.8556
0.8555,0.8557
0.8560,0.8552
0.8565,0.8553
0.8571,0.8554
0.8576,0.8549
0.8581,0.8543
0.8586,0.8538
0.8592,0.8533
0.8597,0.8534
0.8602,0.8529
0.8608,0.8529
0.8613,0.8524
0.8618,0.8519
0.8623,0.8514
0.8629,0.8515
0.8634,0.8516
0.8639,0.8516
0.8645,0.8511
0.8650,0.8512
0.8655,0.8513
0.8660,0.8514
0.8666,0.8509
0.8671,0.8510
0.8676,0.8505
0.8681,0.8505
0.8687,0.8506
0.8692,0.8507
0.8697,0.8508
0.8703,0.8509
0.8708,0.8504
0.8713,0.8505
0.8718,0.8506
0.8724,0.8501
0.8729,0.8495
0.8734,0.8490
0.8739,0.8491
0.8745,0.8486
0.8750,0.8481
0.8755,0.8482
0.8761,0.8483
0.8766,0.8478
0.8771,0.8473
0.8776,0.8474
0.8782,0.8474
0.8787,0.8469
0.8792,0.8470
0.8797,0.8465
0.8803,0.8466
0.8808,0.8467
0.8813,0.8468
0.8819,0.8469
0.8824,0.8470
0.8829,0.8465
0.8834,0.8460
0.8840,0.8455
0.8845,0.8456
0.8850,0.8451
0.8855,0.8446
0.8861,0.8446
0.8866,0.8441
0.8871,0.8442
0.8877,0.8443
0.8882,0.8444
0.8887,0.8439
0.8892,0.8434
0.8898,0.8435
0.8903,0.8430
0.8908,0.8425
0.8914,0.8420
0.8919,0.8415
0.8924,0.8410
0.8929,0.8405
0.8935,0.8400
0.8940,0.8401
0.8945,0.8396
0.8950,0.8391
0.8956,0.8386
0.8961,0.8381
0.8966,0.8376
0.8972,0.8372
0.8977,0.8367
0.8982,0.8368
0.8987,0.8369
0.8993,0.8370
0.8998,0.8365
0.9003,0.8366
0.9008,0.8361
0.9014,0.8356
0.9019,0.8351
0.9024,0.8346
0.9030,0.8347
0.9035,0.8342
0.9040,0.8343
0.9045,0.8338
0.9051,0.8333
0.9056,0.8328
0.9061,0.8324
0.9066,0.8319
0.9072,0.8314
0.9077,0.8315
0.9082,0.8316
0.9088,0.8311
0.9093,0.8306
0.9098,0.8301
0.9103,0.8297
0.9109,0.8292
0.9114,0.8293
0.9119,0.8288
0.9124,0.8283
0.9130,0.8278
0.9135,0.8279
0.9140,0.8280
0.9146,0.8281
0.9151,0.8277
0.9156,0.8278
0.9161,0.8273
0.9167,0.8274
0.9172,0.8269
0.9177,0.8270
0.9182,0.8271
0.9188,0.8266
0.9193,0.8262
0.9198,0.8257
0.9204,0.8252
0.9209,0.8253
0.9214,0.8248
0.9219,0.8244
0.9225,0.8239
0.9230,0.8234
0.9235,0.8235
0.9241,0.8236
0.9246,0.8232
0.9251,0.8233
0.9256,0.8234
0.9262,0.8235
0.9267,0.8236
0.9272,0.8231
0.9277,0.8226
0.9283,0.8222
0.9288,0.8217
0.9293,0.8218
0.9299,0.8213
0.9304,0.8209
0.9309,0.8204
0.9314,0.8199
0.9320,0.8195
0.9325,0.8190
0.9330,0.8185
0.9335,0.8186
0.9341,0.8182
0.9346,0.8183
0.9351,0.8184
0.9357,0.8185
0.9362,0.8186
0.9367,0.8187
0.9372,0.8188
0.9378,0.8183
0.9383,0.8179
0.9388,0.8174
0.9393,0.8175
0.9399,0.8171
0.9404,0.8166
0.9409,0.8161
0.9415,0.8157
0.9420,0.8158
0.9425,0.8153
0.9430,0.8154
0.9436,0.8155
0.9441,0.8156
0.9446,0.8157
0.9451,0.8153
0.9457,0.8154
0.9462,0.8149
0.9467,0.8150
0.9473,0.8151
0.9478,0.8152
0.9483,0.8148
0.9488,0.8149
0.9494,0.8144
0.9499,0.8145
0.9504,0.8141
0.9509,0.8136
0.9515,0.8137
0.9520,0.8139
0.9525,0.8134
0.9531,0.8129
0.9536,0.8125
0.9541,0.8126
0.9546,0.8122
0.9552,0.8123
0.9557,0.8118
0.9562,0.8114
0.9568,0.8109
0.9573,0.8105
0.9578,0.8100
0.9583,0.8101
0.9589,0.8097
0.9594,0.8092
0.9599,0.8093
0.9604,0.8089
0.9610,0.8085
0.9615,0.8086
0.9620,0.8087
0.9626,0.8082
0.9631,0.8083
0.9636,0.8079
0.9641,0.8080
0.9647,0.8081
0.9652,0.8082
0.9657,0.8083
0.9662,0.8079
0.9668,0.8074
0.9673,0.8070
0.9678,0.8065
0.9684,0.8066
0.9689,0.8068
0.9694,0.8069
0.9699,0.8064
0.9705,0.8060
0.9710,0.8055
0.9715,0.8056
0.9720,0.8058
0.9726,0.8059
0.9731,0.8054
0.9736,0.8050
0.9742,0.8051
0.9747,0.8047
0.9752,0.8048
0.9757,0.8043
0.9763,0.8039
0.9768,0.8040
0.9773,0.8036
0.9778,0.8031
0.9784,0.8027
0.9789,0.8028
0.9794,0.8024
0.9800,0.8025
0.9805,0.8020
0.9810,0.8022
0.9815,0.8017
0.9821,0.8013
0.9826,0.8009
0.9831,0.8004
0.9836,0.8000
0.9842,0.8001
0.9847,0.8002
0.9852,0.7998
0.9858,0.7999
0.9863,0.7995
0.9868,0.7990
0.9873,0.7986
0.9879,0.7987
0.9884,0.7983
0.9889,0.7979
0.9895,0.7980
0.9900,0.7981
0.9905,0.7977
0.9910,0.7978
0.9916,0.7973
0.9921,0.7969
0.9926,0.7965
0.9931,0.7961
0.9937,0.7956
0.9942,0.7958
0.9947,0.7953
0.9953,0.7954
0.9958,0.7956
0.9963,0.7951
0.9968,0.7947
0.9974,0.7943
0.9979,0.7944
0.9984,0.7945
0.9989,0.7941
0.9995,0.7937
1.0000,0.7932
